15345	1.140604	1.618844	2
11536	0.224064	1.361665	2
2286	9.126396	0.106346	2
35284	13.185735	1.042177	3
23672	4.487909	0.602840	2
34882	9.176097	1.347612	3
74005	11.384702	0.776445	1
5965	3.470316	0.451148	2
10965	6.317697	0.542765	2
42520	11.904866	0.810060	3
74174	13.413051	0.709110	1
18394	2.604824	0.637401	2
33866	7.207402	1.608239	3
68479	13.832418	0.350704	1
43142	6.639634	0.517994	3
65501	8.461657	0.084257	1
11664	1.870067	0.615147	2
25460	4.701572	0.904421	1
51164	4.579749	1.219415	1
11640	0.577818	1.607045	2
75279	13.921998	1.696704	1
5519	1.649497	1.000291	2
40753	9.723514	0.979458	3
6669	3.010086	1.196555	2
12587	3.968397	1.006081	2
31466	11.960551	1.534320	3
4420	0.000000	0.822098	2
3995	3.914006	1.131406	2
33151	10.717362	1.066981	3
41349	8.847543	1.429918	3
5475	3.440012	0.489176	2
51620	9.589803	0.157842	3
64797	3.268748	0.131758	1
6306	1.917670	0.157620	2
66076	10.900655	0.267059	1
48333	0.734342	0.667470	1
33540	10.955414	0.624600	3
9556	1.408148	1.145952	2
13051	0.000000	0.064961	2
16546	0.000000	1.068804	2
19453	1.830538	0.783338	2
38867	10.926249	1.300112	3
36114	6.478151	0.377700	3
46411	4.061586	0.547139	1
29967	10.830792	0.600000	3
76924	12.330518	1.586263	1
14108	4.829614	0.895320	2
48911	2.098195	0.301574	1
20764	7.571563	1.396474	3
19643	9.052776	0.426711	3
44493	7.945184	1.081574	3
47015	6.026528	0.820812	3
60993	11.709481	0.164779	1
45951	10.509932	0.528980	3
59961	4.389560	0.582067	1
37692	11.372299	0.281617	3
62782	10.632717	0.131733	1
28824	0.571450	0.665626	1
14488	5.288550	1.593620	2
27669	12.137374	0.253521	3
17782	5.759350	0.929396	3
9080	1.640274	1.103791	2
68610	9.283336	1.056099	1
73905	5.194586	0.708589	1
19966	10.343039	0.125611	3
30192	8.845542	0.788988	3
38487	9.535938	0.261090	3
71030	9.151010	0.852431	1
6571	2.397392	0.953295	2
22520	3.385747	1.693576	1
70426	13.358957	1.182806	1
22550	3.866869	1.116862	1
41752	4.599958	0.151231	1
68483	11.920756	1.408815	1
11140	5.212081	1.161847	2
53377	8.689928	1.378641	3
85323	16.982738	1.596147	1
14482	4.240484	0.212927	2
11228	7.220892	0.908660	2
18295	1.409242	0.055494	2
39579	4.918439	0.524165	1
14435	8.366235	0.033169	3
25347	8.567723	0.518665	3
4488	2.986474	0.434784	2
12238	0.000000	0.614428	2
8103	2.474786	0.162769	2
48007	3.693174	0.996861	1
38613	12.856842	0.905957	3
35905	10.488891	1.637625	3
15703	9.442620	1.467810	3
75244	9.972125	0.843966	1
25976	10.619171	0.228993	3
19907	14.244464	1.693121	3
69499	8.511214	1.673321	1
9786	3.492859	0.041358	2
13638	4.665906	0.601422	2
993	7.099802	1.335139	2
25669	8.195712	0.529303	3
38377	14.455297	1.043437	3
9933	6.783807	1.242842	2
25640	11.124059	0.159291	3
38824	9.327023	1.679110	3
35184	12.248281	1.647031	3
34226	11.355650	0.598462	3
37091	11.987200	0.891580	3
9701	8.047522	1.269524	2
67160	6.397620	1.611857	1
68518	10.774176	0.560683	1
16905	3.284256	1.133280	2
13027	1.328904	0.202422	2
64512	7.596075	1.126291	1
60691	11.124307	0.107876	1
